,names,good_topic1,good_topic2,good_topic3,good_topic4,good_topic5,good_topic6,bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic5,bad_topic6,main_good_topic,main_bad_topic
3371,Savor Soup House,0.592272576,0.100308914,0.18734334800000002,0.006148875,0.06404777099999999,0.040628012000000005,0.0,0.267758057,0.418622968,0.142720029,0.0,0.158598443,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3372,Savoree,0.206815188,0.505577691,0.09712771199999999,0.009633835,0.11867165800000001,0.04987198,0.023944668,0.52054168,0.20559061399999998,0.12225198599999999,0.015655092,0.105712671,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3373,"Sawicki's Meat, Seafood & More",0.55219328,0.040447993,0.250420776,0.013194423,0.069894497,0.065917118,0.018455181,0.552985665,0.242940916,0.074143663,0.006875231,0.097827283,good_topic1,"bad_topic2,bad_topic3"
3374,Saxbys Coffee,0.050751019,0.744179308,0.0,0.0,0.0,0.19074243300000002,0.01948822,0.491638676,0.309923728,0.06473026,0.003752447,0.102929737,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
3375,Saxy's Cafe,0.009389709,0.529517824,0.171335765,0.0,0.0038046390000000003,0.272168163,0.064566333,0.3782866,0.316174887,0.11715999999999999,0.0,0.12262895300000001,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3376,Say Hey Cafe,0.49495573600000004,0.159099133,0.246143738,0.0,0.035067569,0.053320437000000005,0.0,0.787214637,0.14169623,0.0,0.0,0.064171769,good_topic1,"bad_topic2,bad_topic3"
3377,Scali Cafe,0.11766634599999999,0.515996432,0.249091664,0.00471077,0.084029445,0.016026314,0.034910738,0.5208809520000001,0.150790246,0.116922237,0.007735933,0.15748719,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3378,Scent of a Sandwich,0.252170011,0.423870135,0.234408442,0.0,0.029967287999999998,0.049273355,0.03394118,0.453311056,0.303271875,0.144344714,0.018501837,0.04573924099999999,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
3379,Schlotzsky's,0.144397978,0.090420183,0.389648344,0.010777436999999999,0.300445475,0.05302567,0.021628756000000002,0.553183474,0.222607621,0.109877327,0.008528178,0.07611537,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
3380,Schmidt's Sausage Haus,0.23854208,0.090835074,0.127976428,0.013610365,0.13891446400000002,0.38044175700000005,0.045634438,0.419731268,0.24879411199999998,0.150596132,0.006715675,0.122549078,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3381,Schoolhouse Ice Cream & Yogurt,0.052583652,0.380151036,0.397173582,0.02244344,0.076856656,0.059566935,0.016577006000000002,0.44255945399999996,0.317872237,0.134269992,0.014300658,0.067544361,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
3382,Sckavone's,0.114068865,0.29456997,0.128195806,0.06255265900000001,0.21582457600000002,0.17504251699999998,0.020532688,0.49542414,0.27330061699999997,0.133258179,0.002764505,0.068131623,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
3383,Scola's Sandwich,0.255670682,0.09534311300000001,0.342515875,0.0,0.17130868100000002,0.12226594199999999,0.003267496,0.668703586,0.090818526,0.08058317799999999,0.009426732,0.13855611,good_topic3,"bad_topic2,bad_topic6"
3384,Scout Beer,0.044403285,0.088159616,0.110324453,0.05465939,0.06504882599999999,0.6270192379999999,0.035072879,0.38505090399999997,0.318119012,0.060451045999999994,0.08648559,0.11300790699999999,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
3385,Scramblers,0.0,0.465778463,0.155146722,0.06505125,0.276174292,0.026141392000000003,0.041644508,0.46759453100000004,0.276780325,0.075761521,0.0037785040000000002,0.129475376,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
3386,Scratch Kitchen,0.25160481,0.122464155,0.104376897,0.11405020699999999,0.313488809,0.086144699,0.024927915,0.554005949,0.201416016,0.108079682,0.0061216000000000005,0.099314592,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
3387,Scup's In The Harbour,0.145794309,0.323499341,0.322730353,0.007688370999999999,0.07063606,0.12441113,0.036443588,0.54908849,0.157252908,0.05688162099999999,0.020163201000000002,0.17189974,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
3388,Sean's Harvest Market,0.159472195,0.598389506,0.09520671900000001,0.014292428999999999,0.061101232000000005,0.060516962,0.036172071,0.543026688,0.25147837100000003,0.08050321,0.0,0.080804216,good_topic2,"bad_topic2,bad_topic3"
3389,Sean's Harvest Market Uptown,0.235253856,0.0,0.6109339,0.0,0.0,0.14607909300000002,0.0,0.61572805,0.08269101400000001,0.125446174,0.025154403999999998,0.140236273,good_topic3,"bad_topic2,bad_topic4,bad_topic6"
3390,Sebastians Cafe & Catering,0.152383599,0.32362273,0.306277888,0.0,0.160057705,0.052040567,0.026137478999999998,0.536257079,0.233054861,0.087670746,0.010779661999999999,0.09975911800000001,good_topic2,"bad_topic2,bad_topic3"
3391,Sebastians CafÃ© & Catering,0.33771451700000005,0.127684992,0.437073747,0.002348159,0.067822652,0.018340871,0.026369282,0.540822815,0.251448512,0.082617044,0.002679037,0.08937497,good_topic3,"bad_topic2,bad_topic3"
3392,Seize The Bagel,0.12480055300000001,0.410571532,0.342856263,0.021645038,0.068087842,0.021596537000000002,0.014994712,0.5401723589999999,0.21118704300000002,0.10354733,0.0061487880000000005,0.116281784,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3393,Seize the Bagel,0.132518037,0.324298456,0.459802201,0.034674939,0.021196896,0.014153062,0.045129842,0.595323658,0.27616747,0.02089503,0.0,0.054431515,good_topic3,"bad_topic2,bad_topic3"
3394,Seize the Bagel - Hazel Dell,0.100374437,0.520200543,0.262685279,0.022221957999999997,0.07445623400000001,0.007636684,0.011717723000000001,0.497003254,0.272715043,0.175741402,0.0,0.033085764,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
3395,Sellberg's Tavern,0.0,0.0,0.0,0.0,0.0,0.978918155,0.093881495,0.43710768200000005,0.25106566399999997,0.20985065,0.0,0.0,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
3396,Sellwood Inn,0.0,0.0,0.20057112,0.0,0.0,0.7765622740000001,0.0,0.510793976,0.341139039,0.086102747,0.0,0.054551703,good_topic6,"bad_topic2,bad_topic3"
3397,Seoul K BBQ,0.131679924,0.0,0.30385427800000003,0.08822364699999999,0.263309592,0.202044988,0.0,0.654190809,0.174627125,0.0,0.0,0.159784671,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
3398,Servizio Cafe,0.219107031,0.239894675,0.252769226,0.060669965,0.163018735,0.05881467,0.0,0.568690501,0.201392338,0.126089665,0.013416645,0.082530586,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
3399,Seven Hens,0.418740446,0.066680857,0.078325188,0.072940332,0.200109321,0.151709661,0.030990155,0.504382498,0.177604118,0.12496344300000001,0.020223543,0.135687221,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3400,Seven Little Sliders,0.525607489,0.0,0.0,0.19415069399999998,0.16976115600000002,0.097983395,0.04682936099999999,0.460151464,0.147069499,0.095528185,0.0,0.24602450399999998,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
3401,Seven Subs,0.203365933,0.139571485,0.49690721600000004,0.023226992999999998,0.021191431,0.10520108,0.058264736,0.572283402,0.189618225,0.068943585,0.015297028999999998,0.08819865699999999,good_topic3,"bad_topic2,bad_topic3"
3402,Shake 'N Burger,0.0,0.042656152,0.170859488,0.575423384,0.175823285,0.023162115,0.025764615,0.5299954000000001,0.270781276,0.085757195,0.0,0.079104377,good_topic4,"bad_topic2,bad_topic3"
3403,Shake Shack,0.026378943,0.043673631,0.137022283,0.577725076,0.144689871,0.059523765,0.022720159,0.534407532,0.208439563,0.094625655,0.010573295,0.121283145,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3404,Shakers American CafÃ©,0.122501544,0.537965102,0.074782902,0.018672358,0.196543485,0.040577962,0.011753423,0.46192806799999997,0.28155250600000004,0.107612661,0.0,0.131271252,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3405,Shari's - Clackamas,0.086581121,0.186817808,0.176359762,0.0,0.447888734,0.091449559,0.034050604,0.470159496,0.22065641,0.15225360699999999,0.000625269,0.114503651,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3406,Shari's - Delta Park,0.093593773,0.221078749,0.13821373,0.014444727,0.47493930700000003,0.047322189,0.051158804,0.44426684,0.277289868,0.127494577,0.009346793,0.083104199,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
3407,Shari's - Farmington,0.083223239,0.15026474199999998,0.21199966399999998,0.006985442,0.43365602,0.105252292,0.028944015,0.520689641,0.20495634699999998,0.129892707,0.007100263000000001,0.102075938,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3408,Shari's Cafe and Pies,0.093431801,0.237053305,0.167533416,0.044127743,0.449560478,0.0,0.026560722999999998,0.535732722,0.216914975,0.09893781300000001,0.01177625,0.102379369,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
3409,Shawarma Point,0.378498754,0.03858996,0.174812632,0.018067922,0.213206803,0.167600465,0.043579317,0.539131711,0.150673778,0.118912059,0.012103352,0.12938965,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3410,Sheridan's 52nd Ave Sports Bar,0.0,0.046324902,0.09099473400000001,0.060782802999999996,0.093823746,0.690592339,0.0,0.5277298429999999,0.158377811,0.126211858,0.026482276000000003,0.150591538,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3411,Sherman Cafe & Market,0.10635006699999999,0.40406436100000004,0.378717175,0.0,0.014834618999999999,0.08678253400000001,0.02319689,0.550294113,0.28489297199999997,0.042302045999999996,0.024079429,0.069779117,good_topic2,"bad_topic2,bad_topic3"
3412,Short And Stout Kitchen,0.137193236,0.408685787,0.111571967,0.036918777,0.111220154,0.185237232,0.0,0.662679613,0.092716545,0.230251089,0.0,0.0,good_topic2,"bad_topic2,bad_topic4"
3413,Short Bus Subs,0.290258649,0.099111892,0.483369903,0.004114534,0.08643191199999999,0.027068215,0.047848299000000004,0.486346734,0.193189831,0.11393783800000001,0.021886015,0.130087818,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3414,Short North Coffee House,0.006073060999999999,0.577205524,0.209326092,0.0,0.11044649999999999,0.085603852,0.0,0.504963234,0.32905166199999997,0.073103707,0.030356937999999997,0.05708330000000001,good_topic2,"bad_topic2,bad_topic3"
3415,Short North Goody Boy,0.059824447999999995,0.107829729,0.136760949,0.151989394,0.297181769,0.23720028899999998,0.013967575,0.460840721,0.318510134,0.12338861699999999,0.0,0.07632401,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
3416,Short Stop,0.03964939,0.029401187000000002,0.313186581,0.406372028,0.199209035,0.0,0.036477842,0.586688471,0.220948532,0.08144579099999999,0.005848934,0.058911886,good_topic4,"bad_topic2,bad_topic3"
3417,Short Stop Cafe,0.11655806199999999,0.64810763,0.107207787,0.0058043240000000005,0.092867196,0.015288069,0.039964705,0.525974005,0.303650686,0.080220641,0.0,0.042984123,good_topic2,"bad_topic2,bad_topic3"
3418,Short Stop-North Austin,0.0,0.0,0.0,0.98025465,0.0,0.0,0.0,0.597460866,0.0,0.382804543,0.0,0.0,good_topic4,"bad_topic2,bad_topic4"
3419,Shorty's,0.0,0.0,0.303893924,0.510310513,0.0,0.17273360000000001,0.060949184,0.465786263,0.22153215,0.07312683,0.0,0.17374918600000003,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3420,Shotgun Sub Shop,0.670398116,0.0,0.26635754100000003,0.0,0.0,0.05851952,0.102366569,0.639867584,0.195885127,0.030798278999999998,0.0060676309999999995,0.017342639,good_topic1,"bad_topic1,bad_topic2,bad_topic3"
3421,Shuggie's Burgers & Shakes,0.040421054,0.037828763,0.208787795,0.579750192,0.06144221,0.067059756,0.013911005,0.569019116,0.219604123,0.082460359,0.0,0.105909862,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3422,Shula Burger,0.061923489000000005,0.031668702,0.046310345999999995,0.570231571,0.197827885,0.079187051,0.017728234,0.5011158529999999,0.12085115,0.193518627,0.007372748,0.15096400199999999,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3423,Shut Up and Eat,0.458397811,0.095956046,0.263702077,0.027747067,0.093080069,0.05096659,0.036235775,0.538402963,0.213724193,0.128094776,0.011742966,0.063622952,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
3424,Shy Bird,0.315672775,0.19288314,0.056538837,0.055032428,0.20989970800000002,0.16038187199999998,0.025959492999999997,0.504395119,0.253894346,0.08463335599999999,0.012307285,0.11110439400000001,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
3425,Si SeÃ±or,0.5303582020000001,0.139469564,0.203387647,0.013648523000000001,0.07066689599999999,0.033184134,0.075412109,0.506855478,0.264455727,0.05652777900000001,0.049514641,0.040896848,good_topic1,"bad_topic2,bad_topic3"
3426,Si SeÃ±or Peruvian Sandwiches and More,0.640729311,0.064409214,0.147818926,0.01026993,0.096968002,0.028573817,0.031724864,0.50382714,0.23648703399999998,0.10303879099999999,0.048729403,0.06866736799999999,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
3427,Sidechick,0.241879418,0.19579879100000003,0.126691989,0.174998655,0.186642815,0.06320606,0.035571657,0.599041939,0.144430915,0.105609152,0.0,0.10480542699999999,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3428,Siegel's Bagels,0.27896058100000004,0.11060935300000001,0.57683896,0.006354319000000001,0.007114387,0.010017559,0.019681562,0.545537265,0.25954576,0.11320985199999999,0.0006612380000000001,0.0543935,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
3429,Silo On Seventh,0.054315185,0.060683012,0.055059777000000004,0.35008492700000005,0.154011124,0.314632796,0.027958572999999997,0.547858899,0.214192451,0.08576793699999999,0.0,0.118816855,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3430,Silver Mine Subs,0.18872254100000002,0.061259355,0.35295698600000003,0.042368728,0.24822434899999998,0.091767735,0.051138420999999996,0.501845133,0.19348759,0.15048667699999999,0.031995907000000004,0.06263631,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
3431,Silver Slipper Restaurant,0.009390602,0.428081091,0.493871661,0.0,0.0,0.055625552,0.0,0.569780133,0.19618768399999997,0.068134152,0.0,0.154395337,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
3432,Silvertone,0.11282652300000001,0.022306949,0.11887089099999999,0.082054501,0.24715064,0.406691542,0.030620432000000003,0.54382893,0.212472878,0.11065860699999999,0.008680758,0.087121436,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
3433,Simco's,0.029306406,0.0,0.298904123,0.216242732,0.389858246,0.053813674000000006,0.006703748000000001,0.457538661,0.23440249,0.18279301399999998,0.029537253,0.084263807,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
3434,Simmer Down Cafe,0.1175595,0.330913235,0.363679424,0.0,0.136882002,0.044205309000000005,0.040051036,0.661933213,0.134724498,0.047752857,0.0,0.108876184,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
3435,Simon's Office,0.026428782,0.168854753,0.110472247,0.043017901,0.367554282,0.273289922,0.0,0.0,0.577359915,0.262316108,0.0,0.14297817599999998,good_topic5,"bad_topic3,bad_topic4,bad_topic6"
3436,Simon's Too,0.06137536,0.383912965,0.43756449700000005,0.0,0.021645772999999997,0.08730308099999999,0.023560057000000002,0.613482979,0.234579476,0.038169454,0.0,0.08444994,good_topic3,"bad_topic2,bad_topic3"
3437,Simonâs Burger,0.073431543,0.022204399,0.165828601,0.490892115,0.23514327899999998,0.0,0.030233099999999995,0.6327773729999999,0.11605133599999999,0.07236783,0.0,0.131633222,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3438,Simpatica Dining Hall,0.149784006,0.245343261,0.164267892,0.042917845,0.225246265,0.165974388,0.011069818,0.476018001,0.32424958800000003,0.082635107,0.0,0.099974795,good_topic2,"bad_topic2,bad_topic3"
3439,Simple Bites,0.29898219600000003,0.32332779300000003,0.183096096,0.011337513,0.129917683,0.043769128,0.043200318,0.48005271,0.219269112,0.115113206,0.0,0.14097061800000002,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3440,Simple Fare,0.377148792,0.10118720699999999,0.111677605,0.009180533000000001,0.32726943399999997,0.061559493,0.0,0.319252491,0.364381388,0.035924494,0.0,0.26392740800000003,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
3441,Simplee Deelicious,0.0,0.255523105,0.043686748,0.287852754,0.400510783,0.0,0.041717292,0.495661096,0.18027294100000002,0.147384644,0.012925303,0.11375214199999999,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3442,Simpli Bar & Bites,0.055139865999999996,0.31075546600000004,0.11320891300000001,0.018436654,0.140748594,0.350206041,0.015817407,0.5330495470000001,0.233280467,0.10175718800000001,0.010096798,0.098999943,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
3443,Simply WOW,0.625664949,0.0,0.163325906,0.0,0.206209227,0.0,0.0,0.5465807220000001,0.273040722,0.173506902,0.0,0.0,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
3444,Sip Cafe,0.08328802099999999,0.427427579,0.31955918,0.0007558710000000001,0.039488531,0.12091346,0.004328266,0.510588002,0.292456543,0.08648398,0.020392662,0.077909386,good_topic2,"bad_topic2,bad_topic3"
3445,Sip The Experience,0.023242947000000003,0.566329812,0.21275222,0.0029583640000000002,0.040463789,0.14293414,0.027523342000000003,0.5179413979999999,0.27603330600000003,0.06818656299999999,0.006498950999999999,0.096494173,good_topic2,"bad_topic2,bad_topic3"
3446,Sip Wine Bar And Kitchen,0.09966397199999999,0.073861429,0.027911807,0.025422686,0.40352770299999996,0.35836766700000006,0.018055454,0.461969866,0.282721373,0.119538619,0.0062309290000000005,0.104871467,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3447,Sisters Gourmet Deli,0.183635942,0.365684096,0.181707404,0.012521856000000001,0.101982205,0.1445299,0.022199762,0.606135905,0.254069259,0.097116108,0.0,0.015095306000000001,good_topic2,"bad_topic2,bad_topic3"
3448,Six Feet Under Pub & Fish House- Grant Park,0.07337265,0.041234165,0.08226054599999999,0.06706971,0.485938126,0.23937870100000003,0.019648498,0.480923246,0.274005075,0.093774211,0.015818369,0.10892952800000001,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
3449,Sixth Street Grill,0.165200751,0.495598486,0.075708033,0.034397057,0.146668666,0.072551164,0.01738025,0.477302911,0.291476243,0.074660251,0.0,0.12854942800000002,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
3450,Sixth and Waller,0.22398534899999997,0.267741207,0.034253603,0.026732541000000002,0.221346357,0.21749195600000001,0.049872331,0.570019896,0.171249696,0.07886976400000001,0.013748949,0.11060873,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
3451,Ski Shores Cafe,0.017730523999999998,0.064986767,0.18622565300000002,0.116642744,0.236922648,0.36701196700000005,0.020543651,0.542755552,0.21967845100000002,0.09865056800000001,0.005436246,0.106926366,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
3452,Skibo's Subs,0.0,0.5713461639999999,0.35700959,0.0,0.061728582000000004,0.0,0.106625905,0.51714729,0.150073438,0.117142964,0.005784418,0.09600487099999999,good_topic2,"bad_topic1,bad_topic2,bad_topic3,bad_topic4"
3453,Skinny's Restaurant,0.20815325899999998,0.076118564,0.13918328900000002,0.16929698399999998,0.36479354700000005,0.032667775,0.065702738,0.522740091,0.20509566899999998,0.087994349,0.0,0.11218401199999999,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
3454,Skipâs Chicago Dogs,0.034341302000000004,0.088810205,0.23234190600000001,0.366109584,0.234639485,0.031631638,0.032857092000000004,0.466312215,0.269621884,0.134275052,0.004360359,0.083577382,good_topic4,"bad_topic2,bad_topic3,bad_topic4"
3455,Skube Snacks and Deli,0.35581457899999996,0.0,0.259955025,0.008275094,0.269015393,0.09771421,0.0,0.48860137200000003,0.204049096,0.079446033,0.0,0.224159442,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
3456,Sky Jockey Bar & Grill,0.0,0.0,0.0,0.0,0.8899423479999999,0.090962149,0.047447145,0.543046355,0.23584272,0.165945098,0.0,0.0,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
3457,Skyhawk Restaurant,0.0,0.063962728,0.09925279,0.269050568,0.48335978399999996,0.076805949,0.006490903,0.5552579910000001,0.21150773399999998,0.14210848,0.0,0.080610262,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
3458,Skyline Burgers on Broadway,0.023345583,0.02680963,0.080051144,0.35215505700000005,0.221626376,0.28779036,0.022253216,0.53890407,0.223075365,0.09307592099999999,0.003102256,0.11282494800000001,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3459,Skyline Chili,0.11602843300000001,0.0,0.14718572900000002,0.299636453,0.42815387,0.0,0.061232857,0.336521943,0.401688571,0.140894691,0.009587007,0.042379384000000006,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
3460,Skyline Restaurant,0.011296168,0.073046228,0.24324775699999998,0.46272148799999996,0.09941599,0.09926202699999999,0.026997856,0.541053416,0.19726145399999997,0.11474656400000001,0.008477253,0.10421529199999999,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3461,Slack's,0.040080000000000005,0.0,0.42034997,0.0,0.334435925,0.193731725,0.011518458,0.530278947,0.178698217,0.11274526800000001,0.005546537,0.15487472300000002,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3462,Slide By Food Truck,0.188438154,0.046281214,0.099310175,0.5003200010000001,0.156200103,0.0,0.0,0.496921778,0.320284322,0.0,0.0,0.173632145,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3463,Sliders Burger Joint,0.019811406,0.08443286,0.050683442999999995,0.579796351,0.239952859,0.013679878999999999,0.077827647,0.510579735,0.182278208,0.12943786,0.0,0.098477058,good_topic4,"bad_topic2,bad_topic3,bad_topic4"
3464,Slideways,0.106121262,0.17772424899999997,0.07655197700000001,0.349351525,0.21474388600000002,0.06311927099999999,0.017450935,0.592847021,0.20077066300000002,0.087896315,0.006843676999999999,0.08652480300000001,good_topic4,"bad_topic2,bad_topic3"
3465,Slow Bar,0.08575725199999999,0.022340807,0.138199767,0.306304483,0.14004830699999998,0.297840047,0.019906023999999998,0.56838859,0.20472098800000002,0.104742294,0.004016179,0.09054291800000001,good_topic4,"bad_topic2,bad_topic3,bad_topic4"
3466,Slowburger,0.04140731,0.037805977000000004,0.134121398,0.577751521,0.060081450999999994,0.138244297,0.029353152999999996,0.570240774,0.157448409,0.120333726,0.007961609,0.106628135,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3467,Slugger's Dugout,0.10228868599999999,0.03923630000000001,0.544591581,0.179475208,0.0,0.127460601,0.0,0.49063921,0.33778680899999997,0.120294847,0.0,0.045895495,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
3468,Smaaken Waffle Sandwiches,0.290411441,0.42893744799999994,0.169571157,0.0050013,0.09285487099999999,0.0,0.020517052,0.501139418,0.263240145,0.078762403,0.0,0.126835474,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
3469,Smak Dab's,0.156871542,0.0,0.101111519,0.546825848,0.16966920800000002,0.013561361999999999,0.073446056,0.45633632700000004,0.194340205,0.084530689,0.0,0.18287565600000003,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3470,Small Batch Cafe,0.487267405,0.318591783,0.092058575,0.02641543,0.050065195,0.01356725,0.023278427999999997,0.592821797,0.15068316,0.118749102,0.0,0.10644709599999999,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3471,Smallflower,0.286775991,0.37495202200000005,0.24364276199999998,0.031239405,0.033905227,0.024419392,0.0,0.483014375,0.265332907,0.246516615,0.0,0.0,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
3472,Smash Kitchen & Bar,0.226848215,0.049481237000000004,0.0,0.094889957,0.453360315,0.165070549,0.016184416,0.545304543,0.22685915399999998,0.126653986,0.01439371,0.065975576,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
3473,Smashburger,0.030104232,0.050784040999999995,0.109163915,0.540937172,0.227075265,0.030010047,0.024201956,0.563576559,0.183005372,0.09365645,0.017614183999999998,0.10999260000000001,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
3474,Smileys Public House,0.0,0.0,0.0,0.0,0.450224429,0.539605141,0.0039283370000000005,0.526512854,0.290756746,0.064323433,0.006995918,0.101387706,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
3475,Smiling Moose Deli,0.202317725,0.082705563,0.41113611200000005,0.0,0.157260722,0.136999671,0.026518151,0.562047899,0.18899462600000003,0.13504683,0.0,0.084729141,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
3476,Smiling Moose Rocky Mountain Deli,0.32533254,0.085947846,0.3155966,0.037357566,0.223110284,0.0041371870000000005,0.028435296000000002,0.58632301,0.224165538,0.083464199,0.0036071259999999996,0.068561655,good_topic1,"bad_topic2,bad_topic3"
3477,Smitty's Original Coney Island,0.053163975999999995,0.0,0.14224446,0.41553562,0.1194702,0.261867842,0.018115755,0.46430522799999996,0.28829297800000003,0.11823290199999999,0.012236085,0.092758251,good_topic4,"bad_topic2,bad_topic3,bad_topic4"
3478,Smokehouse Sandwich,0.395517389,0.188458525,0.16106928,0.084592982,0.030772471000000003,0.13306748699999998,0.0,0.832301617,0.0,0.12351044300000001,0.0,0.036003213,good_topic1,"bad_topic2,bad_topic4"
3479,Snappy Pattys,0.143506708,0.10280270400000001,0.081676909,0.137015694,0.166352682,0.358293333,0.035865866,0.5781698470000001,0.179502009,0.10900978800000001,0.003831674,0.08737805800000001,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
3480,Snappyâs,0.369068933,0.072611647,0.27779952199999997,0.143984995,0.055277572999999997,0.070694728,0.0,0.61632973,0.364848495,0.0,0.0,0.0,good_topic1,"bad_topic2,bad_topic3"
3481,Snarf's Sandwiches,0.305627003,0.138108783,0.404602494,0.017349395,0.073769973,0.049748615999999996,0.023943267999999997,0.579775561,0.209864875,0.08923570900000001,0.008493509,0.0810225,good_topic3,"bad_topic2,bad_topic3"
3482,Snarfburger,0.007416239,0.075553174,0.17672357600000002,0.603189369,0.07953485099999999,0.043754867999999995,0.022467535,0.556793922,0.181194009,0.11399553800000001,0.011804761,0.10695883,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3483,Snarkys Moo Bawk Oink,0.307223509,0.0,0.214053112,0.119369459,0.268003569,0.080560115,0.0,0.657215267,0.22032901600000002,0.103458125,0.0,0.015989261,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
3484,Snollygoster's Sandwiches & Stuff,0.155038536,0.0,0.11338608,0.36537709799999996,0.334760815,0.029964801,0.0,0.400457919,0.263651729,0.207080603,0.0,0.126908839,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
3485,"Snooze, an A.M. Eatery",0.05108566,0.610838499,0.096207695,0.012873533000000001,0.17078285399999998,0.047785409,0.023256241,0.470294345,0.258329915,0.114422323,0.004038358,0.123447314,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
